Slovenian,English
predkazenskega,pretrial
predlagalo,suggested
predlagane,proposed
predlagani,proposed
prednjači,takes the lead
predorov,of tunnels
predoru,the tunnel
predpisali,prescribed
predpisanih,prescribed
predsednikovi,the president's
predsedniške,presidential
predsedniških,presidential
predsedovanja,presidency
predstavami,performances
predstavijo,present
predstavila,presented
predstavljate,you represent
predstavljen,presented
predstavljeni,presented
predstavniškem,representative
predvajati,to play
predveèer,eve
predvideli,predicted
predviden,foreseen
predvidene,foreseen
predvidevata,they assume
predčasne,early
prefinjen,refined
pregled,review
pregleda,inspection
pregledajo,they examine
pregledal,reviewed
pregledala,examined
pregledna,transparent
preglednost,transparency
pregledu,examination
prehajanje,transition
prehitevanja,overtaking
prehoda,transition
prehodom,transition
prehodov,transitions
prehranjevanjem,eating
prehranjuje,eats
prehranjujejo,they eat
preiskav,investigations
preiskovalci,investigators
preiskovalne,investigative
preiskovalnem,investigative
preiskovalnemu,investigative
preizkus,test
preizkuse,tests
preizkusili,tested
preizkusiti,to test
preizkušanja,testing
preizkušnja,an ordeal
preizkušnjo,the ordeal
prejelo,received
prejemal,received
prejemkih,receipts
prejme,receives
prejmejo,they receive
prekinjena,interrupted
prekinjeno,interrupted
preklicali,cancelled
prekoračila,exceeded
prekrije,covers
prelaga,postpones
prelevili,overflowed
preložen,postponed
preložila,postponed
preložitev,postponement
premagala,defeated
premajhne,too small
premierka,the prime minister
premierni,premier
premierno,premier
premike,movements
premiki,movements
preminulega,of the deceased
premišljeno,thoughtfully
premoga,of coal
premore,pauses
prenašajo,they carry
prenašala,transmitted
preneha,ceases
prenesejo,transfer
prenesli,transferred
prenizke,too low
prenosljiv,portable
prenosnega,portable
prenosom,transfer
prenosov,transfers
prenovil,renovated
prenočitev,overnight stay
preostali,the rest
preostalim,to the rest
preostane,remains
preostanek,the rest
prepirom,quarrel
prepletajo,they intertwine
prepove,prohibits
prepovedala,prohibited
prepovedali,banned
prepovedana,prohibited
prepovedanimi,prohibited
prepoznamo,we recognize
prepoznava,recognizes
prepoznavna,recognizable
prepoznavnost,recognition
prepoznavnosti,recognition
prepreèevanja,prevention
preprečevanju,prevention
preprečila,prevented
preprečimo,let's prevent it
preprečuje,prevents
preprièan,convinced
preprièana,convinced
prepričal,convinced
prepričalo,convinced
preprost,simple
preproste,simple ones
prepuščajo,they leave
prerasel,overgrown
presegel,exceeded
presegla,exceeded
presegli,exceeded
preselili,moved
presenečena,surprised
presenečeni,surprised
presenečenje,a surprise
preseči,exceed
presežek,excess
preskoku,jump
presodili,judged
presoji,judge
prestaviti,to move
prestavljena,moved
prestižni,prestigious
prestopa,transfer
prestopni,transgressive
prestrukturiranje,restructuring
pretekle,the past
pretresla,shocked
pretreslo,shocked
preučevali,studied
preučili,examined
preučiti,to study
preučuje,is studying
prevare,scams
prevari,scams
prevelikega,too big
preventivnih,preventive
preveril,checked
preveriti,to check
preverja,checks
prevetril,ventilated
preveè,too much
previdnosti,precautions
previdnostnih,precautionary
previsoka,too high
prevladuje,dominates
prevladujejo,they dominate
prevozi,transportation
prevoznika,carrier
prevrednotenje,revaluation
prevrnilo,overturned
prevzamejo,take over
prevzeli,took over
prevzema,taking over
prevzeti,to take over
prezračevanje,ventilation
prešli,passed
preživetja,survival
preživijo,they survive
preživim,I survive
preživimo,we survive
preživljali,lived
preživnine,alimony
preživninski,alimony
prid,adj
pridelamo,we produce
pridelkov,crops
pridelovalcev,growers
pridelujejo,they produce
prideta,they come
prideš,you come
pridobila,acquired
pridobimo,we acquire
pridobitvijo,acquisition
pridobljena,acquired
pridružene,affiliated
pridržala,detained
pridržali,detained
pridržanje,detention
prihajati,to come
prihodnja,future
prihodnjo,the future
prihodom,arrival
prihranimo,let's save
prihranke,savings
prihrankov,savings
priigrali,won
prijatelja,a friend
prijatelje,friends
prijateljev,friends
prijateljici,friend
prijateljske,friendly
prijateljsko,friendly
prijavila,reported
prijavili,reported
prijavni,registration
prijazen,friendly
prijazna,friendly
prikazala,showed
prikazovanje,showing
priklicati,to recall
prikliče,summons
priključenih,connected
prikrivati,to cover up
prilagajajo,adjust
prilagajali,adjusted
prilagajanja,adjustments
prilagodijo,adjust
prilagodili,adjusted
prilagojeno,customized
priljubljenem,popular
primarna,primary
primarni,primary
primarno,primarily
primat,primacy
prime,receives
primerjal,compared
primerljive,comparable
primerljivi,comparable
primernega,suitable
primerom,for example
princa,the prince
priokus,aftertaste
pripadali,belonged to
pripadel,belonged to
pripadnike,members
pripeljali,brought
pripeljejo,they bring
pripisujejo,attribute
pripomnil,remarked
pripomore,helps
pripomočki,accessories
pripomočkov,accessories
pripora,detention
pripornikov,detainees
priporoèa,recommends
priporoèil,recommended
priporoèila,recommendations
priporočilih,recommendations
priporu,detention
pripovedi,narratives
pripovedovati,to narrate
pripravah,preparations
pripravijo,they prepare
pripravilo,prepared
pripravimo,let's prepare
pripravite,prepare
pripravljalnem,preparatory
pripravljalni,preparatory
pripravljati,to prepare
prireditelji,organizers
priseljenih,immigrants
priseljevanja,immigration
prisiljeni,forced
prislužila,earned
prisotni,present
prispelo,arrived
pristavila,delivered
pristojna,competent
pristopi,approaches
pritegnila,attracted
pritiska,pressure
pritiski,pressures
pritisku,pressure
pritisnem,I press
pritličnim,ground floor
pritožbah,complaints
pritožbe,complaints
pritožbo,complaint
privabiti,attract
privarèujejo,they save
privede,brings
privlači,attracts
privlačnejši,more attractive
privoščite,afford it
privržence,followers
privrženci,followers
prizadel,hurt
prizadelo,hurt
prizadene,affects
prizadenejo,affect
prizadeti,hurt
prizadevanje,effort
prizadevanjem,efforts
prizivno,appealing
priznani,recognized
priznanj,acknowledgments
priznanja,recognitions
priznanje,recognition
priznanju,recognition
priznavajo,they admit
prizor,scene
prizorišč,venues
prizorišča,venues
prizorov,scenes
prièakovanja,expectations
prièakujejo,they are waiting
pričakovani,expected
pričakovanj,expectations
pričakovanju,expectation
pričakujeta,they expect
priče,witnesses
pričele,started
pro,pro
problematična,problematic
prodajajo,they sell
prodajno,sales
prodala,sold
prodanih,sold
producenti,producers
produkcije,productions
produkt,product
produktivnost,productivity
profesionalne,professional
profesionalni,professional
profile,profiles
profilov,profiles
profilu,profile
programi,programs
programih,programs
programom,program
programskega,software
programskih,software
proizvajalci,manufacturers
projekcije,projections
projektne,project
prometna,traffic
prometnem,traffic
prometno,busy
prometnoinformacijskega,traffic information
promocijo,promotion
proraèuna,budget
proračune,budgets
proračunske,budgetary
proračunski,budgetary
proračunskih,budgetary
proračunsko,budgetary
prosi,please
proslave,celebrations
proslavil,celebrated
prostih,free
prostim,free
prostorske,spatial
prostorskega,spatial
prostosti,freedom
prostovoljce,volunteers
prostovoljno,voluntarily
proteinov,proteins
protestirajo,they protest
protestirali,protested
protidopinški,anti-doping
protikandidat,opponent
protikoronskem,anti-coronavirus
provinci,province
prošnja,a request
prošnje,requests
prstana,the ring
prstom,finger
prvakinja,champion
prvenstvene,primary
prvenstvenih,primary
prvomajskih,May Day
prvotnih,original ones
psihologom,psychologists
psov,dogs
ptičjo,a bird
publike,audience
pultu,counter
puščajo,they leak
rabljenega,used
racionalno,rationally
radijskih,radio
raj,paradise
raketnega,rocket
raketnem,rocket
ranila,wounded
rasizem,racism
rasizmu,racism
rastje,growth
rastlinskega,vegetable
ravna,straight
ravnanj,actions
ravnatelja,the principal
ravne,flat
ravnine,planes
razbiti,to break
razburilo,upset
razcepljen,split
razdejanje,destruction
razdelil,distributed
razdelili,distributed
razdeljevanju,distribution
razglasitve,announcements
razglasitvi,declaration
razglasitvijo,announcement
razglašene,announced
razglašeno,announced
razgled,view
razgradnjo,decomposition
raziskati,to investigate
raziskavo,research
raziskoval,researched
raziskovalec,researcher
razjezila,made her angry
razkol,schism
razkriti,to reveal
razkuževanju,disinfection
razkužujejo,they disinfect
razlièna,different
različica,version
različici,versions
različnim,to different ones
razložila,explained
razložiti,to explain
razmahu,boom
razmerami,conditions
razmerja,relations
razmerju,relationship
razmisli,think about it
razmišljala,was thinking
razmišljali,were thinking
razmišljanju,thinking
raznolika,diverse
raznoliko,diverse
raznolikost,diversity
razpadu,disintegration
razplet,denouement
razpoke,cracks
razpolagajo,dispose of
razporedimo,arrange
razporejanje,scheduling
razprav,discussions
razprave,discussions
razpravljala,discussed
razreši,resolve
razstavljenih,exhibited
razstrelivo,explosive
razumejo,they understand
razumela,understood
razumeli,understood
razumljivo,understandable
razveljavili,annulled
razveljavitvi,annulment
razvijajo,are developing
razvijati,to develop
razvije,develops
razvit,developed
razvitih,developed
razvojnih,developmental
razvojno,developmental
razvrstitvi,classification
razširil,expanded
razširila,expanded
razširja,spreads
raèun,bill
raèunalnikov,computers
računajo,they count
računal,computer
računalnikov,computers
računalniških,computer ones
računam,I count
računati,to count
računih,accounts
računov,accounts
računskega,accounting
računu,account
rdeèih,red ones
rdeča,red
rdečega,red
rdečim,red
realnem,realistic
rednem,regular
referenduma,referendum
reformo,reform
regeneracijo,regeneration
regij,regions
regijami,regions
regijskega,regional
regijski,regional
regionalne,regional
regionalno,regionally
register,register
registracije,registration
registriranih,registered
registru,register
rekordne,records
rekordni,record
rekoč,saying
reli,rally
reprezentanc,national team
repu,turnip
resda,indeed
resnicama,truths
resničnih,real ones
resoluciji,resolution
resor,department
respiratorjev,respirators
respiratorji,respirators
respiratorjih,respirators
restavracijami,restaurants
resursov,resources
revij,magazine
revija,magazine
revizijo,revision
revizijska,auditing
revščino,poverty
rezervirane,reserved
rezervne,spare
rezervo,reserve
rezultata,results
rezultatih,results
rezultatom,result
rezultatu,the result
rečemo,we say
rečeno,said
reševalcem,rescuers
reševalci,rescuers
reševalnega,ambulance
reševalni,ambulance
reševalnih,rescue
rešilo,solved it
rešitvami,solutions
rešujejo,they save
ribe,fish
risank,cartoons
risov,lynxes
ritmom,rhythm
rizično,risky
roba,edge
rodili,gave birth
rodni,native
rodu,genus
rojen,born
rojstnim,birthday
rokavic,gloves
rokometašev,handball players
rokometašice,handball players
rokometna,handball
rokometni,handball
romana,novel
romarji,pilgrims
romski,Roma
rotacija,rotation
ročno,manually
rubriki,rubrics
rumenega,yellow
ruskih,Russian
ruševinah,ruins
sadjem,fruits
salone,salons
samevajo,they are alone
samevala,alone
samodisciplino,self-discipline
samomoru,suicide
samostan,monastery
samostojnost,independence
samozaposlene,self-employed
samozaposleni,self-employed
samozaščitno,self-protective
sanacijo,rehabilitation
sani,sled
sanj,a dream
sanjal,dreamed
sankcij,sanctions
scenarija,scenario
scenarije,scenarios
sedanji,the current one
sedemdeset,seventy
sedemdesetih,the seventies
sedeže,seats
sedli,sat down
sedmim,seven
sedmimi,by seven
segala,reached
segmentu,segment
segrevanja,heating
sej,session
sejem,the fair
sejo,session
sekcije,sections
sekretarja,secretary
sekretarka,secretary
sekundi,seconds
selektorjem,selectors
senata,senate
september,September
serija,series
servis,service
servisom,services
servisov,services
sestala,met
sestali,met
sestalo,met
sestavine,ingredients
sestavljeno,assembled
sestopili,descended
sestri,sisters
severnega,the northern one
severovzhoda,northeast
severovzhodu,to the northeast
severozahodu,northwest
severu,to the north
sezname,lists
seznanijo,familiarize
seznanili,informed
seznanjen,familiar
seznanjena,familiar
sezonskih,seasonal
sezonsko,seasonal
sheme,schemes
shranjevanja,storage
silno,very much
simbol,symbol
simbolièna,symbolic
simfoničnega,symphonic
simpatično,cute
sinom,to my son
sinova,son's
sinoči,last night
sintezne,synthetic
sinu,to his son
sirom,cheese
sirotišnicah,orphanages
sistematično,systematically
sistemih,systems
sistemske,systemic
sistemsko,systemic
situacij,situations
sivo,grey
skakalcev,jumpers
skakalec,jumper
skakalnice,ski jumps
skandinavske,Scandinavian
skeptičen,skeptical
skladba,song
skladna,consistent
sklenjena,concluded
sklepa,concludes
sklepajo,they conclude
sklepamo,we conclude
sklepom,conclusion
skliceval,referred to
sklopov,sets
skok,jump
skrajne,extreme
skrajšanje,shortening
skrbela,worried
skrbelo,worried
skrbeti,to worry about
skrbite,take care
skriti,to hide
skrivajo,they hide
skrivala,hid
skromnost,modesty
skrčilo,contracted
skuhamo,we cook
skuhati,to cook
skupinami,groups
skupinskih,group ones
skušali,tempted
slabem,I'm sick
slabi,weak
slabšanja,deterioration
slabši,worse
sladkor,sugar
sladkorno,sugary
slavila,celebrated
slavje,celebration
slavnega,famous
slačilnici,locker rooms
slačilnico,locker room
sled,herring
sledite,follow
slednja,the latter
slednje,the latter
sledovi,herrings
slepih,the blind
slikam,I paint
slikar,a painter
slikarja,painter
slišala,heard
sliši,hears
slišite,you hear
slovaški,Slovak
slovenjgraške,Slovenia
slovenjgraškega,of Slovenia
slovenskimi,Slovenian
slovenščina,Slovenian
sloves,farewell
slovesa,farewell
slovesnostih,ceremonies
služba,service
službah,services
službovanje,serving
služenje,serving
služil,served
smehu,laughter
smetano,cream
smiselnosti,meaningfulness
smole,bad luck
smrek,spruce
smrtne,mortal
smuèišèu,ski resort
smučal,skied
smučarjev,skiers
smučarskem,skiing
smuči,skis
smučišča,ski slopes
snema,recording
snemala,filmed
snemali,filmed
snemalne,recording rooms
snemanje,recording
sneženja,snowfall
snežnih,snowy
snov,substance
snovalci,designers
sob,rooms
soba,room
sobote,Saturdays
sobotni,Saturday
sobotnim,Saturdays
socializmu,socialism
socialnem,social
socialo,socially
sodbi,judgment
sodelavcem,colleagues
sodelavka,colleague
sodelujemo,we cooperate
sodišèa,courts
sodiščem,courts
sodna,judicial
sodnice,judges
sodnici,to the judge
sodno,judicially
sofinancirala,co-financed
sofinanciranja,co-financing
sofinanciranje,co-financing
sogovornikov,interlocutors
soigralcem,teammates
solidarni,solidarity
solidarnostnega,of solidarity
solidno,solid
sonca,the sun
soncem,the sun
sončne,sunny
sončni,sunny
soočenje,confrontation
soprogi,spouse
soprogo,spouse
soprogom,spouses
sorodniki,relatives
sosedje,neighbors
sosednjo,next door
sosedskem,neighborhood
soseski,neighborhoods
sovražne,hostile
sočasno,simultaneously
sočutni,compassionate
sošolce,classmates
sožalje,condolences
sožitje,coexistence
spal,slept
specialist,a specialist
specializirano,specialized
specialke,specials
specialna,special
speljana,conducted
spisal,wrote
spisu,file
spletnimi,online
splitskodalmatinske,splitskodalmatinian
splošna,general
splošnim,general
spodaj,below
spodbudil,encouraged
spodbuditi,encourage
spodbudne,encouraging
spodbuja,encourages
spodbujali,encouraged
spodbujanja,encouragement
spolni,sexual
